Id,Label,timeset,name,genre,followers,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,stat_inf_class
2oQX8QiMXOyuqbcZEFsZfm,,,El Alfa,trap latino,2560759,0,7,22,14,0.162007,0.18495,0.000729,0.055603,39,3
2x7PC78TmgqpEIjaGAZ0Oz,,,Trueno,trap latino,4102967,0,2,5,15,0.140075,0.154432,0.000016,0.008947,39,3
1r4hJ1h58CWwUQe3MxPuau,,,Maluma,reggaeton,32651193,0,6,9,13,0.177149,0.201562,0.000304,0.114303,127,3
7FNnA9vBm6EKceENgCGRMb,,,Anitta,pop,12396855,0,5,7,13,0.171223,0.195159,0.000329,0.084415,39,3
0Q8NcsJwoCbZOHHW63su5S,,,Mora,trap latino,1044559,0,5,11,13,0.155201,0.17111,0.000513,0.028067,39,3
4bYPcJP5jwMhSivRcqie2n,,,Adam Levine,deep,972530,0,5,16,13,0.167157,0.187764,0.000513,0.060995,127,140
5Y3MV9DZ0d87NnVm56qSY1,,,Tiago PZK,trap latino,2789110,0,4,5,15,0.139902,0.154029,0.000054,0.011291,39,3
7vXDAI8JwjW531ouMGbfcp,,,TINI,latin pop,5210726,0,3,3,14,0.158204,0.179048,0.000177,0.032818,39,3
3abT87tqQ4Q5PA5nw6CYyH,,,Ángela Aguilar,nueva musica mexicana,687646,3,1,2,1,1,1,0,0.00103,2,2
5B8ApeENp4bE4EE3LI8jK2,,,Yuridia,latin pop,3092529,3,1,2,1,1,1,0,0.00103,2,2
31TPClRtHm23RisEBtV3X7,,,Justin Timberlake,pop,12368551,0,10,24,12,0.191134,0.215696,0.00449,0.192569,158,694
1GDbiv3spRmZ1XdM1jQbT7,,,Natti Natasha,trap latino,8622318,0,9,34,14,0.156557,0.176967,0.000627,0.051041,39,3
2cPqdH7XMvwaBJEVjheH8g,,,Jay Wheeler,trap latino,2861700,0,2,4,14,0.134365,0.144175,0.000158,0.005022,39,3
7wlFDEWiM5OoIAt8RSli8b,,,YoungBoy Never Broke Again,trap,9968722,0,7,8,12,0.179588,0.206103,0.000393,0.183973,127,54
5EBlHXi71tDXnFtroEh7Rg,,,Naomi Wild,indie electropop,13207,0,2,2,14,0.152259,0.166355,0.000315,0.012762,252,532
6TIYQ3jFPwQSRmorSezPxX,,,Machine Gun Kelly,pop,4874369,0,12,12,13,0.179562,0.204407,0.003152,0.113827,252,532
3DNCUaKdMZcMVJIS7yTskd,,,Mayorkun,nigerian pop,708585,0,2,7,15,0.119747,0.127983,0.000315,0.002828,589,404
3WTrdbZU99dgTtt3ZkyamT,,,Oxlade,nigerian pop,302980,0,2,2,16,0.106951,0.112863,0.000158,0.00243,589,404
3Mcii5XWf6E0lrY3Uky4cA,,,Ice Cube,rap,6270773,4,2,4,1,1,1,0,0.002125,3,5
4VMYDCV2IEDYJArk749S6m,,,Daddy Yankee,trap latino,30296006,0,5,14,13,0.160344,0.178551,0.000466,0.033697,39,3
7iK8PXO48WeuP03g8YR51W,,,Myke Towers,trap latino,9915131,0,3,3,14,0.139988,0.152292,0.000022,0.008387,39,3
5ZsFI1h6hIdQRw2ti0hz81,,,ZAYN,pop,21583184,0,5,6,13,0.172032,0.194584,0.000486,0.060824,589,6
776Uo845nYHJpNaStv1Ds4,,,Jimi Hendrix,rock,5904323,0,1,1,14,0.146787,0.159924,0,0.006119,589,6
5nHR37FDSU4I0QQta0AZ1C,,,Ross Copperman,neo mellow,42615,5,1,1,1,1,1,0,0.00103,4,7
5wONG6j4El6k5iOXQdA0Ha,,,Kate York,pop,2636,5,1,1,1,1,1,0,0.00103,4,7
1E5hfn5BduN2nnoZCJmUVG,,,Victony,nigerian pop,175057,6,1,3,1,1,1,0,0.00103,5,8
4iRmNYPp7K9YaLrQXohMPr,,,KTIZO,nigerian pop,2237,6,1,3,1,1,1,0,0.00103,5,8
2J4IvVbi2h1wB2A0p5kd86,,,Xenia Manasseh,r&b,12889,7,1,2,1,1,1,0,0.00103,6,9
5I48tG854vS1rY1isuMOgQ,,,Ukweli,pop,1439,7,1,2,1,1,1,0,0.00103,6,9
0CbeG1224FS58EUx4tPevZ,,,Timmy Trumpet,edm,959870,0,10,20,13,0.167249,0.194918,0.003339,0.101118,154,416
2rTo8KIkBTFjQS7VvaKYQ4,,,W&W,edm,797432,0,5,15,14,0.159312,0.179206,0.000523,0.041443,154,416
0eVyjRhzZKke2KFYTcDkeu,,,The Alchemist,rap,385631,8,2,6,1,1,1,0,0.002125,7,43
1wlzPS1hSNrkriIIwLFTmU,,,MIKE,underground hip hop,83465,8,1,3,2,0.666667,0.75,0,0.001286,7,43
052uglZ4PgpVs8YxEOViXz,,,Lord Apex,uk alternative hip hop,53494,0,1,3,17,0.1099,0.115584,0,0.001968,546,1247
4GoD5FJCgC0lbzde7ly44M,,,Biig Piig,alternative r&b,215416,0,4,6,16,0.123465,0.13193,0.000788,0.005865,546,1247
1uiEZYehlNivdK3iQyAbye,,,Tom Misch,indie soul,1078992,0,7,9,14,0.142835,0.156278,0.001183,0.016357,456,361
2hk94pAZS1iYSqoICeTyh1,,,Supershy,indie soul,13647,0,1,1,15,0.124987,0.133347,0,0.003333,456,361
0y42IQBDFigO5mmEd1bGQG,,,i_o,edm,87756,0,2,5,16,0.128242,0.136426,0.000047,0.003992,252,682
5pdyjBIaY5o1yOyexGIUc6,,,Lights,electropop,290480,0,4,5,16,0.129511,0.138572,0.000493,0.008856,252,682
2R21vXR83lH98kGeO99Y66,,,Anuel AA,trap latino,25060736,0,6,36,13,0.165801,0.187025,0.000224,0.063746,39,3
0OQ8y7heASb1vEX5WXvjCr,,,Aaron Cole,christian hip hop,67189,0,5,9,17,0.102521,0.107745,0.000788,0.006988,139,1322
3UjPnt2nRmw10N58bBeNOg,,,Xavier Omär,r&b,360626,0,4,5,16,0.114193,0.120776,0.00126,0.006341,139,1322
1FDE7zZ6jmP8HHb9ej3mek,,,Sara Watkins,new americana,44847,0,2,31,16,0.13892,0.146688,0.000472,0.005235,347,472
6AyATGg7mDgBlZ4N5uNog0,,,SYML,pop,557329,0,2,2,15,0.148609,0.157802,0.000543,0.004865,347,472
1hII0FUxBvpT7bnuS7TQ6q,,,Philip Strand,pop,4802,0,2,6,15,0.144986,0.160717,0.000001,0.014353,154,416
3XINWZaloea97SIRiyTJxX,,,DubVision,edm,301010,0,5,15,14,0.167095,0.191996,0.000499,0.079637,154,416
1PU4kQGbRVMSyvawEYEjFp,,,Chris James,chill r&b,30823,0,2,4,16,0.111115,0.118336,0.000158,0.002733,158,269
3iri9nBFs9e4wN7PLIetAw,,,gnash,pop,1586841,0,3,3,15,0.124991,0.135388,0.000473,0.004518,158,269
379IT6Szv0zgnw4xrdu4mu,,,LADIPOE,nigerian pop,389844,0,5,24,13,0.151084,0.167355,0.000477,0.01892,589,525
6HAro8NBhDtn8csZDPEBuB,,,Oladapo,nigerian pop,12932,0,1,6,14,0.131258,0.141334,0,0.003153,589,525
4u5smJBskI6Adzv08PuiUP,,,Kiiara,pop,876286,0,5,9,13,0.163096,0.183354,0.000639,0.035493,154,382
6VD4UEUPvtsemqD3mmTqCR,,,Deorro,edm,1203936,0,5,8,13,0.170007,0.192345,0.00058,0.057028,154,382
2xe5FZM6bB4k1KhfTZBBSx,,,SkyDxddy,alt z,81395,9,1,1,1,1,1,0,0.00103,8,11
3aDih8lIm5GOfAaorpUg5Y,,,LYELL,pop,6354,9,1,1,1,1,1,0,0.00103,8,11
01XgbvLicKQELx7NqHgi5G,,,David Rawlings,new,32774,0,1,1,17,0.107001,0.112006,0,0.001415,589,650
6RDNTAgm2s6ae71nXWGnJD,,,Alex Metric,uk dance,27218,0,1,1,14,0.148403,0.163748,0,0.010404,162,1024
0gg11prPP6OqtUvBcKnPpq,,,Rylo Rodriguez,trap,249946,0,3,3,16,0.11384,0.120549,0.000315,0.003633,127,34
3PGiywHOqNwJ1bv4S3fgZF,,,Big Yavo,rap,85546,0,1,1,17,0.102208,0.106905,0,0.001586,127,34
1RRY8KBuZYuhAAJRgdDlP9,,,Ole-Bjørn Talstad,background,822,10,1,1,1,1,1,0,0.00103,9,12
5Y1YwWzFX7BIxBbdAOXOEJ,,,Klur,tropical house,7179,10,1,1,1,1,1,0,0.00103,9,12
0HyM2wwUfOsZYD4Dj5IOOZ,,,Alexandra Streliski,indie,84022,0,1,1,17,0.112478,0.126891,0,0.009353,335,472
459INk8vcC0ebEef82WjIK,,,Erik Satie,classical,688163,0,18,66,16,0.126728,0.150875,0.002515,0.070719,335,472
2JgcaYYHEGDqrKKJzuVda5,,,Illuminine,compositional ambient,7930,11,1,3,1,1,1,0,0.00103,10,13
3NMfMCA11Xo7RUc91o64Og,,,Hideyuki Hashimoto,background,18223,11,1,3,1,1,1,0,0.00103,10,13
3tVQdUvClmAT7URs9V3rsp,,,Wizkid,nigerian pop,2933881,0,13,37,12,0.188315,0.217572,0.002951,0.255664,433,70
17Zu03OgBVxgLxWmRUyNOJ,,,Knxwledge,hip hop,195627,0,1,6,14,0.154812,0.171739,0,0.018006,127,152
3Y7RZ31TRPVadSFVy1o8os,,,H.E.R.,pop,5712818,0,14,19,13,0.183159,0.213994,0.002372,0.20002,127,152
1vaQ6v3pOFxAIrFoPrAcom,,,Ari Lennox,pop,592140,0,10,27,13,0.170461,0.194377,0.001596,0.091752,127,503
3aVoqlJOYx31lH1gibGDt3,,,Babyface,r&b,902831,0,9,11,13,0.159991,0.18005,0.000925,0.045003,127,503
57LYzLEk2LcFghVwuWbcuS,,,Summer Walker,pop,4300638,0,15,23,12,0.190753,0.222236,0.003088,0.371612,127,45
1FtBEIWAwvw5ymBen5GICR,,,Chlöe,pop,222142,0,4,6,13,0.159326,0.177793,0.000369,0.041554,589,67
3MdXrJWsbVzdn6fe5JYkSQ,,,Latto,pop,915398,0,6,10,13,0.17624,0.198325,0.000495,0.103045,39,67
7ibAWtDtmEfaVhc1FJ3Vl9,,,Eric Bellinger,pop rap,761979,0,1,1,15,0.140172,0.151856,0,0.004037,141,149
7tjVFCxJdwT4NdrTmjyjQ6,,,Muni Long,pop,192449,0,4,4,14,0.163016,0.182435,0.000188,0.033175,141,149
2EMAnMvWE2eb56ToJVfCWs,,,Bryson Tiller,pop,6196974,0,6,16,13,0.183427,0.20958,0.000821,0.149542,456,198
59wfkuBoNyhDMQGCljbUbA,,,Diddy,dance pop,1386562,0,8,34,13,0.172718,0.19024,0.00099,0.049368,456,845
7bXgB6jMjp9ATFy66eO08Z,,,Chris Brown,pop,17566301,0,19,28,12,0.189226,0.22052,0.004442,0.296175,433,155
3KedxarmBCyFBevnqQHy3P,,,Jessie Reyez,pop,1202331,0,6,10,14,0.163889,0.187156,0.000982,0.0539,39,101
4IVAbR2w4JJNJDDRFP3E83,,,6LACK,pop,3784121,0,12,29,13,0.175314,0.201678,0.001319,0.118882,589,153
5Vuvs6Py2JRU7WiFDVsI7J,,,Lucky Daye,pop,465160,0,9,11,13,0.175933,0.197036,0.001942,0.076592,141,164
0hhGFNFQrdE34ZYR1CaBYN,,,JVCK JAMES,r&b,40788,0,3,5,16,0.116125,0.123599,0.000473,0.00427,141,485
6gj3sMEZYP6IESIptoXnrP,,,Ambré,r&b,64287,0,2,2,17,0.104052,0.109387,0.000158,0.00273,141,485
2NdeV5rLm47xAvogXrYhJX,,,Ciara,pop,5903383,0,11,16,12,0.181632,0.20845,0.00105,0.205002,141,30
1W7FNibLa0O0b572tB2w7t,,,Pink Sweat$,pop,1489383,0,7,9,13,0.165665,0.187302,0.002129,0.060042,139,1322
0cGUm45nv7Z6M6qdXYQGTX,,,Kehlani,pop,6305682,0,12,23,13,0.17854,0.207828,0.002732,0.188595,127,543
5RTLRtXjbXI2lSXc6jxlAz,,,Ravyn Lenae,r&b,339936,0,1,1,14,0.137586,0.147404,0,0.003713,127,64
4qXC0i02bSFstECuXP2ZpL,,,Blxst,pop rap,356059,0,5,9,13,0.158149,0.173158,0.000894,0.029589,127,903
6TvjXbopXg71XRM9OZWqUc,,,Arin Ray,r&b,245210,0,2,2,14,0.138171,0.1478,0.000041,0.005394,127,903
3QTDHixorJelOLxoxcjqGx,,,SiR,rap,752315,12,2,2,1,1,1,0,0.002125,11,14
6UJ1HBEJnAZ1aVPlJZPf61,,,Scribz Riley,trap,17856,12,1,1,2,0.666667,0.75,0,0.001286,11,14
7E2ioKxoxI2J94tUkIx6As,,,Alex Isley,r&b,123901,0,2,2,14,0.141954,0.151982,0.000158,0.005574,139,1396
0oSGxfWSnnOXhD2fKuz2Gy,,,David Bowie,rock,8726275,13,1,2,1,1,1,0,0.00103,12,15
1dfeR4HaWDbWqFHLkxsg1d,,,Queen,rock,43797895,13,1,2,1,1,1,0,0.00103,12,15
4J69yWrKwWJgjv3DKTZcGo,,,Big Brother & The Holding Company,rock,237898,14,1,4,1,1,1,0,0.00103,13,16
4NgfOZCL9Ml67xzM0xzIvC,,,Janis Joplin,rock,2951411,14,1,4,1,1,1,0,0.00103,13,16
2o5jDhtHVPhrJdv3cEQ99Z,,,Tiësto,pop,6598099,0,23,50,13,0.186052,0.223077,0.009541,0.252433,39,3
45dkTj5sMRSjrmBSBeiHym,,,Tate McRae,pop,3206139,0,5,7,13,0.169674,0.194883,0.000788,0.074496,162,415
2CIMQHirSU0MQqyYHq0eOx,,,deadmau5,edm,2756837,0,5,41,13,0.153927,0.170796,0.00084,0.019063,162,416
2avRYQUWQpIkzJOEkf0MdY,,,Kx5,edm,30508,0,1,35,14,0.133399,0.143753,0,0.003194,162,416
205i7E8fNVfojowcQSfK9m,,,Dom Dolla,edm,172207,0,2,9,18,0.091007,0.094639,0.000158,0.002421,162,1024
3AA28KZvwAUcZuOKwyblJQ,,,Gorillaz,alternative hip hop,9551951,0,1,6,19,0.083417,0.086145,0,0.001322,162,1024
4oLeXFyACqeem2VImYeBFe,,,Fred again..,edm,406742,0,3,3,13,0.157315,0.173146,0.000199,0.023583,589,681
240wlM8vDrf6S4zCyzGj2W,,,CamelPhat,edm,318387,0,2,2,14,0.132573,0.142314,0.000158,0.004809,127,212
1yqxFtPHKcGcv6SXZNdyT9,,,MK,edm,254546,0,4,4,15,0.144491,0.154204,0.000434,0.007038,589,1012
5ITI6SEoUZMIXXkzCfr4oE,,,Aluna,edm,46062,0,3,7,14,0.153299,0.165816,0.000361,0.011492,589,1012
0XfQBWgzisaS9ltDV9bXAS,,,Honey Dijon,deep house,90820,15,1,6,1,1,1,0,0.00103,14,396
5Igpc9iLZ3YGtKeYfSrrOE,,,Chris Lake,edm,245016,0,2,4,17,0.102727,0.109295,0.000158,0.00283,252,389
0NGAZxHanS9e0iNHpR8f2W,,,Alok,electro house,11888726,0,53,196,12,0.191951,0.232771,0.021188,0.420728,162,1277
0X2BH1fck6amBIoJhDVmmJ,,,Ellie Goulding,pop,11350495,0,9,19,13,0.186205,0.214882,0.002208,0.169109,127,307
2ZRQcIgzPCVaT9XKhXZIzh,,,Gryffin,pop,870134,0,12,27,13,0.166529,0.193037,0.00264,0.072344,158,269
7gHscNMDI8FF8pcgrV8eIn,,,Matt Maeson,modern rock,381139,0,2,2,14,0.145229,0.162261,0,0.014667,158,269
0xRXCcSX89eobfrshSVdyu,,,MEDUZA,pop,571225,0,9,35,12,0.175281,0.20216,0.001901,0.108159,162,1277
28uJnu5EsrGml2tBd7y8ts,,,Vintage Culture,brazilian edm,1687204,0,7,25,13,0.162094,0.184851,0.001744,0.067221,162,1277
14MtanGZe4G1fzC8raLFUK,,,Danny Howard,house,21678,0,1,6,17,0.104159,0.110512,0,0.001646,154,294
39B7ChWwrWDs7zXlsu3MoP,,,Sonny Fodera,edm,134217,0,3,10,16,0.116266,0.125454,0.000473,0.004252,154,294
0mMqD2uqwvCjFvlzo6ayGi,,,DJ Maphorisa,south african pop,1579728,16,2,9,3,0.555556,0.666667,0,0.002683,54,41
1VJ0briNOlXRtJUAzoUJdt,,,FISHER,house,696450,17,1,1,1,1,1,0,0.00103,160,194
19HFRWmRCl27kTk6LeqAO8,,,MORTEN,scandipop,78960,0,1,14,13,0.168355,0.190312,0,0.053694,39,414
0QaSiI5TLA4N7mcsdxShDO,,,Sub Focus,uk dance,347015,18,3,8,2,0.666667,0.75,0,0.00408,15,349
1QMgre3BHX161ZHtWMUu6S,,,Dimension,drum and bass,76367,18,3,5,3,0.6,0.722222,0,0.003851,15,349
0GG2cWaonE4JPrjcCCQ1EG,,,SG Lewis,edm,300415,0,4,7,14,0.163558,0.181828,0.000406,0.026502,141,240
4NHQUGzhtTLFvgF5SZesLK,,,Tove Lo,pop,3179737,0,11,18,13,0.179721,0.210631,0.004415,0.138727,162,325
12Zk1DFhCbHY6v3xep2ZjI,,,070 Shake,rap,402564,0,5,11,14,0.165937,0.181078,0.000835,0.026323,127,323
5KKpBU5eC2tJDzf0wmlRp2,,,RAYE,pop,558584,0,8,15,13,0.176428,0.201018,0.003184,0.089882,127,323
1294QqYm1VuxxjRiL9M0h9,,,UPSAHL,pop,281499,0,3,10,14,0.152771,0.170203,0.000414,0.018046,252,1412
7vk5e3vY1uw9plTHJAMwjN,,,Alan Walker,electro house,36120268,0,13,13,13,0.176788,0.20471,0.005283,0.113128,154,1412
1IueXOQyABrMOprrzwQJWN,,,Sigala,pop,1486645,0,13,25,13,0.17355,0.201325,0.001585,0.113047,154,233
5ENS85nZShljwNgg4wFD7D,,,Gabry Ponte,edm,395085,0,5,13,13,0.173071,0.198923,0.000659,0.085663,154,233
4bL2B6hmLlMWnUEZnorEtG,,,Felix Jaehn,pop,1248321,0,11,32,13,0.165575,0.191216,0.001934,0.08906,162,1277
7kNqXtgeIwFtelmRjWv205,,,John Summit,edm,98397,19,1,1,1,1,1,0,0.00103,16,287
67MNhiAICFY6Pwc2YxCO0K,,,Elley Duhé,pop,357883,0,3,4,13,0.161096,0.179996,0.000098,0.029248,158,1024
144HzhpLjcR9k37w5Ico9B,,,Deborah de Luca,electra,353497,20,1,1,4,0.384615,0.483333,0,0.001355,185,213
2YVF0Ou5zIc4mpgtLIlGN0,,,Robert Miles,trance,166211,20,2,2,3,0.555556,0.666667,0,0.002683,185,213
0g5BdWwyb5SWkGnz9p4neX,,,Something Good,house,1486,0,1,1,18,0.101058,0.106807,0,0.002141,162,385
5Dyfxq0ZrFjjeFBdSNxDbo,,,Yotto,edm,129410,0,4,6,17,0.112415,0.120911,0.00126,0.007393,162,385
540vIaP2JwjQb9dm3aArA4,,,DJ Snake,pop,8211577,0,8,21,13,0.170285,0.194906,0.00142,0.081849,589,240
6J2bFI9tQDWfPHjoKHKrOu,,,Yung Felix,dutch hip hop,112497,0,1,3,14,0.145513,0.159764,0,0.008132,589,240
4ofCBoyEiGSePFAG500xev,,,Regard,pop,199212,0,3,11,14,0.152361,0.168038,0.000042,0.014797,162,323
2Wzb0u138rgoZQTK3ytknT,,,BEAUZ,pop dance,53447,0,1,3,14,0.153105,0.167159,0,0.012601,589,529
2qxJFvFYMEDqd7ui6kSAcq,,,Zedd,pop,5844359,0,13,31,13,0.180775,0.206235,0.002475,0.124158,589,529
5SHxzwjek1Pipl1Yk11UHv,,,Tom Grennan,dance pop,375727,0,4,7,13,0.161296,0.178883,0.000258,0.029293,39,1024
6DgP9otnZw5z6daOntINxp,,,Joel Corry,pop,310743,0,7,9,12,0.174516,0.200621,0.000698,0.091738,162,1024
5344K3N7rx7kw1HjO8psuq,,,James Carter,edm,29047,0,1,6,13,0.149145,0.164334,0,0.01099,162,1277
6fcTRFpz0yH79qSKfof7lp,,,Seven Lions,edm,440512,0,4,6,16,0.124572,0.132449,0.000363,0.00619,252,682
1h6Cn3P4NGzXbaXidqURXs,,,Swedish House Mafia,pop,3625676,0,6,12,13,0.186615,0.207842,0.011525,0.127354,127,323
3oKnyRhYWzNsTiss5n4Z1J,,,LP Giobbi,edm,28426,0,3,3,14,0.128355,0.138022,0.000315,0.003998,39,1277
3jK9MiCrA42lLAdMGUZpwa,,,Anderson .Paak,escape room,2257066,0,9,57,12,0.175619,0.201178,0.001214,0.113161,158,47
6qgnBH6iDM91ipVXv28OMu,,,KAYTRANADA,escape room,1095062,0,11,11,13,0.17523,0.20029,0.002861,0.105427,141,485
59iOp415oyqGlBHyAhu4z3,,,Kah-Lo,nigerian pop,54867,0,1,1,16,0.120509,0.129021,0,0.002192,589,404
0Dc2rdPzleezxhvQhQbXuS,,,Idris Elba,house,103525,0,3,24,13,0.171635,0.195914,0.000203,0.074984,39,101
76M2Ekj8bG8W7X2nbx2CpF,,,NGHTMRE,edm,436941,0,8,8,14,0.159047,0.179614,0.003557,0.037409,252,390
2NtQA3PY9chI8l65ejZLTP,,,SPINALL,nigerian pop,317450,0,1,6,14,0.145513,0.159764,0,0.008132,589,240
14Tg9FvbNismPR1PJHxRau,,,Sultan + Shepard,edm,81829,0,7,28,15,0.144439,0.160895,0.00694,0.02016,162,385
1WHFu22zN1C6F11Z1rt12K,,,Jerro,tropical house,21566,0,5,12,15,0.135875,0.146798,0.002743,0.012708,162,385
20DZAfCuP1TKZl5KcY7z3Q,,,SLANDER,edm,383197,0,5,11,13,0.163595,0.187537,0.003282,0.057371,252,382
2ABBMkcUeM9hdpimo86mo6,,,Tourist,tropical house,155444,0,3,5,14,0.132689,0.142802,0.000346,0.006523,39,212
2vf4pRsEY6LpL5tKmqWb64,,,Elderbrook,edm,311449,0,7,11,13,0.152816,0.168596,0.001786,0.020645,127,212
1AHswQqsDNmu1xaE8KpBne,,,COBRAH,pop,77256,21,1,1,5,0.30303,0.37,0,0.001398,283,327
7tm9Tuc70geXOOyKhtZHIj,,,Chris Lorenzo,edm,85168,21,2,2,4,0.416667,0.508333,0,0.003058,283,327
45eNHdiiabvmbp4erw26rg,,,ILLENIUM,pop,1314257,0,10,29,13,0.158259,0.179192,0.00327,0.03961,158,269
2l0xOjnrmYsxNoQ0QI3G5a,,,Black V Neck,bass house,13421,0,1,3,14,0.150019,0.166983,0,0.014816,154,416
4D75GcNG95ebPtNvoNVXhz,,,Afrojack,edm,3923201,0,12,22,13,0.176488,0.206932,0.002226,0.152405,154,416
4epc3Bd0DOBA0kDywkRAsu,,,Westend,bass house,22752,0,2,4,14,0.138766,0.151557,0.000158,0.006387,162,1277
5PlfkPxwCpRRWQJBxCa0By,,,HUGEL,edm,98998,0,4,12,13,0.161103,0.182321,0.000631,0.04615,162,1277
0p4nmQO2msCgU4IF37Wi3j,,,Avril Lavigne,pop,9308061,0,3,4,14,0.153041,0.167801,0.000662,0.018348,252,532
6Ad91Jof8Niiw0lGLLi3NW,,,YUNGBLUD,rock,2011070,0,5,11,14,0.155573,0.172444,0.000266,0.030522,252,532
0J7U24vlOOIeMpuaO6Q85A,,,LP,la pop,2475520,22,1,1,1,1,1,0,0.00103,17,17
0hAd6zwEgt9ILuMDY1prcI,,,Palaye Royale,rock,553254,22,1,1,1,1,1,0,0.00103,17,17
7FngGIEGgN3Iwauw1MvO4P,,,"nothing,nowhere.",pop rap,385085,0,2,2,16,0.115304,0.122359,0.000315,0.002832,154,98
2cAXhrWAztXGwk6r15ibW2,,,Charlotte Sands,alt z,69600,0,5,7,15,0.125262,0.134793,0.000421,0.007283,252,389
3N8Hy6xQnQv1F1XCiyGQqA,,,Sleeping With Sirens,modern rock,2094645,0,2,2,15,0.133797,0.144783,0.000197,0.005349,252,389
2cFrymmkijnjDg9SS92EPM,,,blackbear,pop,4805205,0,8,13,14,0.170709,0.19377,0.002322,0.059882,252,532
3QaxveoTiMetZCMp1sftiu,,,Waterparks,rock,444378,0,2,2,15,0.145834,0.159341,0.000158,0.007971,252,532
5aYyPjAsLj7UzANzdupwnS,,,Good Charlotte,pop punk,2304475,0,1,1,16,0.127278,0.135942,0,0.001782,252,532
6LuN9FCkKOj5PcnpouEgny,,,Khalid,pop,15631794,0,18,28,12,0.193853,0.231946,0.006747,0.372346,589,902
1zNqDE7qDGCsyzJwohVaoX,,,Anne-Marie,pop,10264697,0,12,36,13,0.178312,0.209292,0.002493,0.163035,39,379
25u4wHJWxCA9vO0CzxAbK7,,,Lukas Graham,pop,1992795,0,3,5,13,0.166423,0.189995,0.000681,0.050891,158,658
4sTQVOfp9vEMCemLw50sbu,,,Galantis,pop,3289472,0,11,17,13,0.172915,0.199932,0.001386,0.102973,39,541
0hCNtLu0JehylgoiP8L4Gh,,,Nicki Minaj,pop,26613162,0,35,121,11,0.202527,0.24271,0.010998,0.789175,127,299
1YnW3KicGQq3zD9LcdGJSh,,,Myriam Fares,pop,832016,0,1,6,12,0.168425,0.188703,0,0.062378,127,299
23fqKkggKUBHNkbKtXEls4,,,Kygo,pop,8202259,0,25,40,12,0.178838,0.211161,0.005259,0.160647,158,658
2nJYGgfTf2846LtVB3AES8,,,Plested,uk pop,104108,0,1,1,13,0.151713,0.169304,0,0.017649,158,658
1yxSLGMDHlW21z4YXirZDS,,,Black Eyed Peas,pop,7032490,0,3,5,13,0.168324,0.190971,0.000107,0.055277,39,3
3wcj11K77LjEY1PkEazffa,,,Burna Boy,nigerian pop,3919766,0,15,21,12,0.185644,0.219176,0.004497,0.248806,433,4
6eUKZXaKkcviH0Ku9w2n3V,,,Ed Sheeran,pop,105408325,0,23,32,11,0.200319,0.238705,0.013129,0.395171,589,662
2gduEC76ry33RVurAvT05p,,,Nathan Dawe,dance pop,73959,0,4,8,13,0.159368,0.179561,0.00016,0.03309,39,233
7nDsS0l5ZAzMedVRKPP8F1,,,Ella Henderson,pop,1465509,0,6,8,13,0.155493,0.176124,0.000497,0.031805,39,233
6nXco5Q3cJJ0ZutnBOsSpq,,,MacKenzie Porter,contemporary country,42951,0,3,3,14,0.145073,0.161353,0.000315,0.011041,106,599
7DMveApC7UnC2NPfPvlHSU,,,Cheat Codes,pop,2115305,0,10,12,13,0.16965,0.197395,0.002905,0.077184,106,599
07YZf4WDAMNwqr4jfgOZ8y,,,Jason Derulo,pop,11613000,0,9,21,13,0.185465,0.213824,0.001942,0.143124,127,1073
2TcGJdSOiOvITBzhvfX8XB,,,Shouse,edm,100367,0,3,3,13,0.171554,0.196028,0.000208,0.076952,162,1277
7AOCUMe3rKW4o3uADBNwVy,,,Sophie Simmons,la pop,11802,0,2,2,14,0.153538,0.170943,0.000026,0.017357,154,1412
3klZnJvYGIbWritVwQD434,,,Duncan Laurence,dutch pop,443367,23,1,1,1,1,1,0,0.00103,18,18
46xBNx0j6cwY6sD9LgMTm1,,,Rosa Linn,alt z,148635,23,1,1,1,1,1,0,0.00103,18,18
0Upxnyh9nIUNSOmNE8WF4R,,,BYOR,edm,15691,0,2,4,14,0.147603,0.1629,0.000054,0.013034,162,1277
5rGrDvrLOV2VV8SCFVGWlj,,,Imanbek,edm,166506,0,10,15,13,0.173063,0.199473,0.001958,0.097577,162,1277
4IWBUUAFIplrNtaOHcJPRM,,,James Arthur,pop,10613993,0,11,16,13,0.160826,0.186274,0.001628,0.070001,154,98
6MDME20pz9RveH9rEXvrOM,,,Clean Bandit,pop,4981043,0,9,16,12,0.170413,0.196798,0.001085,0.06809,162,1024
4AKwRarlmsUlLjIwt38NLw,,,Ofenbach,pop,507504,0,5,8,12,0.172587,0.19733,0.001629,0.064435,39,1277
6cEuCEZu7PAE9ZSzLLc2oQ,,,R3HAB,pop,2414071,0,20,24,13,0.174977,0.201572,0.00687,0.104961,154,1335
7zoc6JsY8GWVcl2qFwiKay,,,Talia Mar,pop,109965,0,2,3,14,0.148434,0.164844,0.000002,0.015698,154,233
1Xylc3o4UrD53lo9CvFvVg,,,Zara Larsson,pop,10356021,0,5,9,13,0.170413,0.197724,0.000661,0.082096,162,1024
4AVFqumd2ogHFlRbKIjp1t,,,Alesso,pop,3869412,0,25,65,13,0.186759,0.223464,0.01244,0.258359,162,406
